date,user,account,amount,memo
2024-02-02 18:00:00,SYS_BOT,4000-Rev,825.96,Refund
2024-02-02 19:00:00,FIN_AR,4000-Rev,100.99,Adj
2024-02-02 20:00:00,FIN_AR,4000-Rev,204.19,Receipt
2024-02-02 21:00:00,AKHAN,3000-AR,54502.53,Top-side
2024-02-02 22:00:00,MALI,6000-Exp,-5.84,Adj
2024-02-02 23:00:00,FIN_AR,3000-AR,-853.39,Top-side
2024-02-03 00:00:00,JDOE,2000-AP,338.41,Adj
2024-02-03 01:00:00,FIN_AR,4000-Rev,1140.96,Adj
2024-02-03 02:00:00,MALI,5000-COGS,-9105.0,Rev Recog
2024-02-03 03:00:00,JDOE,1000-Cash,22941.38,Rev Recog
2024-02-03 04:00:00,FIN_AR,2000-AP,45771.11,Top-side
2024-02-03 05:00:00,JDOE,1000-Cash,-669.37,Invoice
2024-02-03 06:00:00,SYS_BOT,1000-Cash,3042.66,Receipt
2024-02-03 07:00:00,SYS_BOT,4000-Rev,40972.92,Invoice
2024-02-03 08:00:00,AKHAN,5000-COGS,3437.11,Invoice
2024-02-03 09:00:00,SYS_BOT,1000-Cash,5.79,Rev Recog
2024-02-03 10:00:00,FIN_AR,6000-Exp,761.1,Receipt
2024-02-03 11:00:00,MALI,1000-Cash,-1080.38,Rev Recog
2024-02-03 12:00:00,JDOE,2000-AP,132.02,Rev Recog
2024-02-03 13:00:00,FIN_AP,5000-COGS,-4810.84,Rev Recog
2024-02-03 14:00:00,SYS_BOT,5000-COGS,46971.57,Refund
2024-02-03 15:00:00,SYS_BOT,1000-Cash,-42446.57,Invoice
2024-02-03 16:00:00,FIN_AP,5000-COGS,179.55,Invoice
2024-02-03 17:00:00,FIN_AP,2000-AP,3.68,Invoice
2024-02-03 18:00:00,FIN_AR,2000-AP,83985.83,Refund
2024-02-03 19:00:00,JDOE,2000-AP,-9572.0,Adj
2024-02-03 20:00:00,SYS_BOT,6000-Exp,4.2,Top-side
2024-02-03 21:00:00,MALI,4000-Rev,40198.46,Top-side
2024-02-03 22:00:00,FIN_AR,1000-Cash,3506.0,Refund
2024-02-03 23:00:00,FIN_AR,5000-COGS,-392.82,Invoice
2024-02-04 00:00:00,MALI,2000-AP,904.43,Top-side
2024-02-04 01:00:00,MALI,1000-Cash,98.86,Refund
2024-02-04 02:00:00,AKHAN,1000-Cash,-1.88,Rev Recog
2024-02-04 03:00:00,MALI,4000-Rev,47.42,Receipt
2024-02-04 04:00:00,FIN_AP,6000-Exp,10333.97,Top-side
2024-02-04 05:00:00,SYS_BOT,5000-COGS,1.05,Receipt
2024-02-04 06:00:00,AKHAN,6000-Exp,46.5,Invoice
2024-02-04 07:00:00,FIN_AP,5000-COGS,0.0,Top-side
2024-02-04 08:00:00,AKHAN,2000-AP,486.38,Refund
2024-02-04 09:00:00,SYS_BOT,2000-AP,39744.6,Adj
2024-02-04 10:00:00,AKHAN,1000-Cash,53.92,Top-side
2024-02-04 11:00:00,FIN_AP,5000-COGS,54.3,Top-side
2024-02-04 12:00:00,JDOE,5000-COGS,4869.75,Top-side
2024-02-04 13:00:00,SYS_BOT,6000-Exp,-182.43,Top-side
2024-02-04 14:00:00,FIN_AR,2000-AP,13.27,Refund
2024-02-04 15:00:00,SYS_BOT,3000-AR,182.89,Refund
2024-02-04 16:00:00,SYS_BOT,1000-Cash,-5.06,Adj
2024-02-04 17:00:00,SYS_BOT,5000-COGS,-7.62,Refund
2024-02-04 18:00:00,JDOE,4000-Rev,8032.0,Refund
2024-02-04 19:00:00,FIN_AP,4000-Rev,124.34,Invoice
2024-02-04 20:00:00,FIN_AR,3000-AR,37517.12,Invoice
2024-02-04 21:00:00,FIN_AP,2000-AP,64.86,Receipt
2024-02-04 22:00:00,AKHAN,2000-AP,-799.73,Adj
2024-02-04 23:00:00,AKHAN,2000-AP,1449.84,Invoice
2024-02-05 00:00:00,AKHAN,6000-Exp,1.16,Adj
2024-02-05 01:00:00,FIN_AP,4000-Rev,2078.2,Adj
2024-02-05 02:00:00,MALI,2000-AP,-7.77,Top-side
2024-02-05 03:00:00,JDOE,4000-Rev,63878.04,Rev Recog
2024-02-05 04:00:00,MALI,3000-AR,-5.54,Rev Recog
2024-02-05 05:00:00,AKHAN,1000-Cash,118.34,Rev Recog
2024-02-05 06:00:00,JDOE,6000-Exp,2.67,Adj
2024-02-05 07:00:00,FIN_AP,5000-COGS,96465.33,Top-side
2024-02-05 08:00:00,AKHAN,3000-AR,-324.32,Receipt
2024-02-05 09:00:00,FIN_AP,4000-Rev,948.25,Receipt
2024-02-05 10:00:00,JDOE,3000-AR,2.16,Rev Recog
2024-02-05 11:00:00,FIN_AP,5000-COGS,5620.85,Receipt
2024-02-05 12:00:00,FIN_AP,6000-Exp,11.21,Top-side
2024-02-05 13:00:00,FIN_AR,1000-Cash,30922.28,Rev Recog
2024-02-05 14:00:00,MALI,5000-COGS,10.61,Top-side
2024-02-05 15:00:00,MALI,6000-Exp,8.98,Receipt
2024-02-05 16:00:00,MALI,4000-Rev,1.52,Rev Recog
2024-02-05 17:00:00,SYS_BOT,5000-COGS,-229.26,Top-side
2024-02-05 18:00:00,FIN_AR,3000-AR,667.12,Refund
2024-02-05 19:00:00,AKHAN,2000-AP,2.13,Refund
2024-02-05 20:00:00,AKHAN,3000-AR,-7544.63,Top-side
2024-02-05 21:00:00,AKHAN,4000-Rev,184.69,Top-side
2024-02-05 22:00:00,MALI,1000-Cash,418.75,Invoice
2024-02-05 23:00:00,MALI,5000-COGS,159.89,Invoice
2024-02-06 00:00:00,FIN_AR,1000-Cash,100.88,Adj
2024-02-06 01:00:00,FIN_AP,4000-Rev,-628.35,Rev Recog
2024-02-06 02:00:00,MALI,5000-COGS,5.97,Adj
2024-02-06 03:00:00,AKHAN,6000-Exp,-8.12,Adj
2024-02-06 04:00:00,FIN_AP,6000-Exp,20367.05,Receipt
2024-02-06 05:00:00,MALI,3000-AR,-53774.62,Refund
2024-02-06 06:00:00,JDOE,3000-AR,-73.54,Receipt
2024-02-06 07:00:00,SYS_BOT,4000-Rev,22.58,Rev Recog
2024-02-06 08:00:00,MALI,6000-Exp,1659.58,Top-side
2024-02-06 09:00:00,JDOE,5000-COGS,110.58,Invoice
2024-02-06 10:00:00,FIN_AR,6000-Exp,1.34,Rev Recog
2024-02-06 11:00:00,JDOE,3000-AR,-6.04,Top-side
2024-02-06 12:00:00,FIN_AR,4000-Rev,-3800.68,Rev Recog
2024-02-06 13:00:00,MALI,6000-Exp,1970.7,Top-side
2024-02-06 14:00:00,FIN_AR,4000-Rev,-1.37,Invoice
2024-02-06 15:00:00,JDOE,6000-Exp,4096.0,Top-side
2024-02-06 16:00:00,SYS_BOT,1000-Cash,14.3,Adj
2024-02-06 17:00:00,FIN_AP,6000-Exp,2288.04,Rev Recog
2024-02-06 18:00:00,FIN_AP,3000-AR,1.25,Invoice
2024-02-06 19:00:00,SYS_BOT,5000-COGS,3.32,Top-side
2024-02-06 20:00:00,AKHAN,3000-AR,9990.34,Adj
2024-02-06 21:00:00,FIN_AP,3000-AR,-7.81,Adj
2024-02-06 22:00:00,MALI,3000-AR,-1835.4,Refund
2024-02-06 23:00:00,AKHAN,4000-Rev,15.52,Adj
2024-02-07 00:00:00,MALI,2000-AP,3.14,Receipt
2024-02-07 01:00:00,JDOE,2000-AP,16.44,Invoice
2024-02-07 02:00:00,JDOE,1000-Cash,4086.34,Invoice
2024-02-07 03:00:00,AKHAN,3000-AR,-18988.14,Invoice
2024-02-07 04:00:00,AKHAN,2000-AP,14161.18,Top-side
2024-02-07 05:00:00,AKHAN,1000-Cash,4544.0,Rev Recog
2024-02-07 06:00:00,AKHAN,4000-Rev,-2189.91,Top-side
2024-02-07 07:00:00,FIN_AR,3000-AR,10.59,Receipt
2024-02-07 08:00:00,AKHAN,5000-COGS,-29.22,Rev Recog
2024-02-07 09:00:00,AKHAN,4000-Rev,30316.5,Adj
2024-02-07 10:00:00,JDOE,1000-Cash,1.16,Top-side
2024-02-07 11:00:00,MALI,4000-Rev,5024.0,Rev Recog
2024-02-07 12:00:00,JDOE,5000-COGS,10.95,Adj
2024-02-07 13:00:00,FIN_AP,4000-Rev,1.36,Rev Recog
2024-02-07 14:00:00,FIN_AR,1000-Cash,8.08,Adj
2024-02-07 15:00:00,FIN_AR,5000-COGS,822.64,Rev Recog
2024-02-07 16:00:00,MALI,5000-COGS,127.97,Top-side
2024-02-07 17:00:00,AKHAN,4000-Rev,29064.21,Top-side
2024-02-07 18:00:00,JDOE,5000-COGS,-9969.0,Receipt
2024-02-07 19:00:00,FIN_AP,4000-Rev,51.18,Refund
2024-02-07 20:00:00,JDOE,3000-AR,-5438.0,Invoice
2024-02-07 21:00:00,AKHAN,5000-COGS,-79.15,Top-side
2024-02-07 22:00:00,AKHAN,4000-Rev,894.28,Top-side
2024-02-07 23:00:00,SYS_BOT,3000-AR,21.89,Adj
2024-02-08 00:00:00,JDOE,5000-COGS,-1320.52,Refund
2024-02-08 01:00:00,MALI,3000-AR,111.44,Top-side
2024-02-08 02:00:00,JDOE,6000-Exp,575.75,Rev Recog
2024-02-08 03:00:00,FIN_AR,5000-COGS,151.58,Refund
2024-02-08 04:00:00,FIN_AP,6000-Exp,-29.67,Invoice
2024-02-08 05:00:00,MALI,1000-Cash,55241.64,Rev Recog
2024-02-08 06:00:00,SYS_BOT,1000-Cash,315.0,Adj
2024-02-08 07:00:00,FIN_AP,4000-Rev,5.02,Receipt
2024-02-08 08:00:00,FIN_AP,2000-AP,-9716.0,Rev Recog
2024-02-08 09:00:00,FIN_AR,6000-Exp,-273.63,Invoice
2024-02-08 10:00:00,FIN_AR,6000-Exp,29700.32,Rev Recog
2024-02-08 11:00:00,FIN_AR,1000-Cash,2590.0,Refund
2024-02-08 12:00:00,MALI,6000-Exp,-133.68,Refund
2024-02-08 13:00:00,JDOE,2000-AP,-1.3,Invoice
2024-02-08 14:00:00,FIN_AP,3000-AR,7886.0,Refund
2024-02-08 15:00:00,JDOE,3000-AR,-510.71,Rev Recog
2024-02-08 16:00:00,JDOE,2000-AP,1470.25,Receipt
2024-02-08 17:00:00,FIN_AR,6000-Exp,-19.47,Rev Recog
2024-02-08 18:00:00,JDOE,6000-Exp,-4.97,Receipt
2024-02-08 19:00:00,FIN_AP,6000-Exp,14950.34,Refund
2024-02-08 20:00:00,FIN_AP,4000-Rev,83562.4,Rev Recog
2024-02-08 21:00:00,AKHAN,5000-COGS,425.06,Refund
2024-02-08 22:00:00,SYS_BOT,2000-AP,7.22,Receipt
2024-02-08 23:00:00,MALI,2000-AP,22.99,Refund
2024-02-09 00:00:00,JDOE,2000-AP,1.24,Top-side
2024-02-09 01:00:00,MALI,2000-AP,-37281.56,Adj
2024-02-09 02:00:00,MALI,2000-AP,3.88,Rev Recog
2024-02-09 03:00:00,MALI,6000-Exp,763.1,Top-side
2024-02-09 04:00:00,AKHAN,4000-Rev,23.46,Refund
2024-02-09 05:00:00,MALI,1000-Cash,-590.05,Refund
2024-02-09 06:00:00,AKHAN,6000-Exp,1807.6,Adj
2024-02-09 07:00:00,FIN_AP,6000-Exp,14083.45,Refund
2024-02-09 08:00:00,JDOE,5000-COGS,10.77,Adj
2024-02-09 09:00:00,AKHAN,1000-Cash,-1.13,Rev Recog
2024-02-09 10:00:00,SYS_BOT,2000-AP,-4.84,Receipt
2024-02-09 11:00:00,MALI,1000-Cash,31629.56,Adj
2024-02-09 12:00:00,SYS_BOT,4000-Rev,-23412.64,Adj
2024-02-09 13:00:00,FIN_AP,3000-AR,970.66,Top-side
2024-02-09 14:00:00,FIN_AP,6000-Exp,1005.97,Refund
2024-02-09 15:00:00,FIN_AR,1000-Cash,-2114.38,Rev Recog
2024-02-09 16:00:00,MALI,5000-COGS,7.53,Receipt
2024-02-09 17:00:00,FIN_AR,4000-Rev,8236.0,Invoice
2024-02-09 18:00:00,SYS_BOT,3000-AR,124.12,Adj
2024-02-09 19:00:00,JDOE,4000-Rev,-82.36,Invoice
2024-02-09 20:00:00,FIN_AR,2000-AP,-393.18,Refund
2024-02-09 21:00:00,FIN_AP,3000-AR,1.72,Adj
2024-02-09 22:00:00,MALI,5000-COGS,-6.78,Invoice
2024-02-09 23:00:00,SYS_BOT,3000-AR,4899.68,Top-side
2024-02-10 00:00:00,AKHAN,5000-COGS,-2.59,Invoice
2024-02-10 01:00:00,FIN_AP,2000-AP,1036.96,Top-side
2024-02-10 02:00:00,AKHAN,5000-COGS,16.86,Receipt
2024-02-10 03:00:00,JDOE,4000-Rev,88.41,Refund
2024-02-10 04:00:00,MALI,1000-Cash,-0.0,Rev Recog
2024-02-10 05:00:00,JDOE,4000-Rev,0.0,Invoice
2024-02-10 06:00:00,JDOE,6000-Exp,-3937.58,Adj
2024-02-10 07:00:00,MALI,4000-Rev,8421.0,Refund
2024-02-10 08:00:00,MALI,3000-AR,-6691.0,Invoice
2024-02-10 09:00:00,AKHAN,2000-AP,240.02,Adj
2024-02-10 10:00:00,JDOE,6000-Exp,2081.4,Adj
2024-02-10 11:00:00,SYS_BOT,6000-Exp,-48322.42,Rev Recog
2024-02-10 12:00:00,AKHAN,6000-Exp,4601.09,Rev Recog
2024-02-10 13:00:00,MALI,1000-Cash,-11.88,Adj
2024-02-10 14:00:00,FIN_AP,5000-COGS,1.43,Rev Recog
2024-02-10 15:00:00,AKHAN,3000-AR,20.48,Adj
2024-02-10 16:00:00,FIN_AR,2000-AP,944.91,Invoice
2024-02-10 17:00:00,SYS_BOT,1000-Cash,1.81,Receipt
2024-02-10 18:00:00,AKHAN,4000-Rev,-303.27,Rev Recog
2024-02-10 19:00:00,MALI,2000-AP,964.3,Top-side
2024-02-10 20:00:00,MALI,6000-Exp,-46.91,Top-side
2024-02-10 21:00:00,SYS_BOT,2000-AP,7154.2,Top-side
2024-02-10 22:00:00,FIN_AR,2000-AP,3.41,Receipt
2024-02-10 23:00:00,AKHAN,4000-Rev,2.38,Adj
2024-02-11 00:00:00,AKHAN,5000-COGS,-9925.0,Adj
2024-02-11 01:00:00,JDOE,3000-AR,300.23,Refund
2024-02-11 02:00:00,FIN_AP,6000-Exp,9719.0,Top-side
2024-02-11 03:00:00,MALI,5000-COGS,149.33,Top-side
2024-02-11 04:00:00,AKHAN,1000-Cash,-17.06,Adj
2024-02-11 05:00:00,AKHAN,6000-Exp,-12459.81,Top-side
2024-02-11 06:00:00,AKHAN,3000-AR,-9932.98,Adj
2024-02-11 07:00:00,FIN_AR,1000-Cash,2974.97,Adj
2024-02-11 08:00:00,FIN_AP,4000-Rev,-22.95,Rev Recog
2024-02-11 09:00:00,AKHAN,5000-COGS,893.62,Adj
2024-02-11 10:00:00,SYS_BOT,6000-Exp,-63.81,Invoice
2024-02-11 11:00:00,MALI,2000-AP,2.87,Invoice
2024-02-11 12:00:00,JDOE,3000-AR,38598.27,Invoice
2024-02-11 13:00:00,SYS_BOT,6000-Exp,1950.0,Invoice
2024-02-11 14:00:00,MALI,2000-AP,56388.01,Receipt
2024-02-11 15:00:00,FIN_AR,6000-Exp,-169.84,Refund
2024-02-11 16:00:00,FIN_AP,1000-Cash,-8.43,Refund
2024-02-11 17:00:00,FIN_AP,2000-AP,-512.28,Adj
2024-02-11 18:00:00,MALI,2000-AP,23159.5,Top-side
2024-02-11 19:00:00,SYS_BOT,6000-Exp,4582.73,Invoice
2024-02-11 20:00:00,JDOE,4000-Rev,2907.0,Refund
2024-02-11 21:00:00,FIN_AR,4000-Rev,6229.0,Refund
2024-02-11 22:00:00,MALI,5000-COGS,2893.23,Invoice
2024-02-11 23:00:00,FIN_AR,1000-Cash,17618.88,Receipt
2024-02-12 00:00:00,FIN_AP,4000-Rev,1637.0,Receipt
2024-02-12 01:00:00,AKHAN,6000-Exp,-279.98,Refund
2024-02-12 02:00:00,AKHAN,4000-Rev,12.77,Receipt
2024-02-12 03:00:00,JDOE,5000-COGS,0.0,Rev Recog
2024-02-12 04:00:00,FIN_AR,3000-AR,52516.61,Invoice
2024-02-12 05:00:00,MALI,5000-COGS,1.57,Refund
2024-02-12 06:00:00,JDOE,2000-AP,3371.91,Invoice
2024-02-12 07:00:00,SYS_BOT,2000-AP,-42290.38,Receipt
2024-02-12 08:00:00,AKHAN,4000-Rev,8.0,Invoice
2024-02-12 09:00:00,MALI,4000-Rev,691.39,Receipt
2024-02-12 10:00:00,FIN_AR,5000-COGS,-37795.62,Receipt
2024-02-12 11:00:00,JDOE,5000-COGS,1.48,Invoice
2024-02-12 12:00:00,MALI,6000-Exp,3069.74,Receipt
2024-02-12 13:00:00,JDOE,1000-Cash,30.67,Rev Recog
2024-02-12 14:00:00,JDOE,6000-Exp,-41877.52,Adj
2024-02-12 15:00:00,JDOE,2000-AP,71662.38,Invoice
2024-02-12 16:00:00,FIN_AR,6000-Exp,52642.01,Adj
2024-02-12 17:00:00,MALI,5000-COGS,235.0,Invoice
2024-02-12 18:00:00,FIN_AP,6000-Exp,20427.41,Receipt
2024-02-12 19:00:00,FIN_AP,3000-AR,16701.17,Receipt
2024-02-12 20:00:00,FIN_AR,1000-Cash,39.4,Refund
2024-02-12 21:00:00,FIN_AR,5000-COGS,13950.1,Rev Recog
2024-02-12 22:00:00,AKHAN,4000-Rev,1.53,Refund
2024-02-12 23:00:00,JDOE,6000-Exp,957.96,Adj
2024-02-13 00:00:00,MALI,5000-COGS,-14.13,Receipt
2024-02-13 01:00:00,MALI,4000-Rev,1699.0,Refund
2024-02-13 02:00:00,SYS_BOT,4000-Rev,2.43,Receipt
2024-02-13 03:00:00,SYS_BOT,2000-AP,3030.01,Invoice
2024-02-13 04:00:00,FIN_AP,2000-AP,-50.05,Refund
2024-02-13 05:00:00,SYS_BOT,5000-COGS,4205.66,Adj
2024-02-13 06:00:00,SYS_BOT,5000-COGS,-2.12,Refund
2024-02-13 07:00:00,FIN_AP,3000-AR,-37.71,Receipt
2024-02-13 08:00:00,AKHAN,1000-Cash,498.26,Top-side
2024-02-13 09:00:00,FIN_AP,1000-Cash,8987.02,Top-side
2024-02-13 10:00:00,SYS_BOT,5000-COGS,39.24,Rev Recog
2024-02-13 11:00:00,MALI,2000-AP,-1347.28,Receipt
2024-02-13 12:00:00,SYS_BOT,6000-Exp,6266.0,Invoice
2024-02-13 13:00:00,JDOE,3000-AR,-1200.37,Refund
2024-02-13 14:00:00,JDOE,1000-Cash,14.61,Top-side
2024-02-13 15:00:00,JDOE,5000-COGS,1.32,Invoice
2024-02-13 16:00:00,AKHAN,2000-AP,22412.71,Receipt
2024-02-13 17:00:00,FIN_AR,2000-AP,1.28,Invoice
2024-02-13 18:00:00,JDOE,2000-AP,-23632.43,Receipt
2024-02-13 19:00:00,MALI,6000-Exp,441.25,Rev Recog
2024-02-13 20:00:00,AKHAN,4000-Rev,-0.0,Refund
2024-02-13 21:00:00,FIN_AR,6000-Exp,9860.89,Invoice
2024-02-13 22:00:00,FIN_AR,2000-AP,97649.62,Refund
2024-02-13 23:00:00,JDOE,5000-COGS,-56.7,Invoice
2024-02-14 00:00:00,SYS_BOT,3000-AR,6853.96,Receipt
2024-02-14 01:00:00,FIN_AP,6000-Exp,102.25,Receipt
2024-02-14 02:00:00,SYS_BOT,5000-COGS,-4549.0,Invoice
2024-02-14 03:00:00,SYS_BOT,2000-AP,-1352.0,Rev Recog
2024-02-14 04:00:00,FIN_AR,3000-AR,-1191.0,Receipt
2024-02-14 05:00:00,FIN_AR,1000-Cash,83256.35,Adj
2024-02-14 06:00:00,AKHAN,1000-Cash,6940.12,Adj
2024-02-14 07:00:00,AKHAN,5000-COGS,-122.7,Refund
2024-02-14 08:00:00,FIN_AR,3000-AR,-127.87,Adj
2024-02-14 09:00:00,MALI,5000-COGS,4874.29,Adj
2024-02-14 10:00:00,MALI,3000-AR,15.63,Rev Recog
2024-02-14 11:00:00,FIN_AP,3000-AR,3.57,Rev Recog
2024-02-14 12:00:00,FIN_AR,5000-COGS,59.31,Top-side
2024-02-14 13:00:00,JDOE,3000-AR,-27.3,Top-side
2024-02-14 14:00:00,AKHAN,6000-Exp,30.31,Rev Recog
2024-02-14 15:00:00,FIN_AR,2000-AP,14.72,Top-side
2024-02-14 16:00:00,MALI,3000-AR,-1.62,Rev Recog
2024-02-14 17:00:00,FIN_AR,6000-Exp,1.23,Top-side
2024-02-14 18:00:00,MALI,3000-AR,86818.43,Receipt
2024-02-14 19:00:00,FIN_AR,6000-Exp,137.68,Rev Recog
2024-02-14 20:00:00,JDOE,5000-COGS,-83.49,Refund
2024-02-14 21:00:00,FIN_AP,1000-Cash,2501.71,Refund
2024-02-14 22:00:00,JDOE,4000-Rev,12.34,Rev Recog
2024-02-14 23:00:00,MALI,3000-AR,2169.0,Adj
2024-02-15 00:00:00,AKHAN,4000-Rev,8545.26,Refund
2024-02-15 01:00:00,AKHAN,3000-AR,-4693.0,Adj
2024-02-15 02:00:00,SYS_BOT,5000-COGS,-122.43,Refund
2024-02-15 03:00:00,JDOE,5000-COGS,24865.18,Invoice
2024-02-15 04:00:00,FIN_AR,6000-Exp,-52924.91,Invoice
2024-02-15 05:00:00,FIN_AP,3000-AR,217.27,Rev Recog
2024-02-15 06:00:00,FIN_AR,5000-COGS,3134.0,Refund
2024-02-15 07:00:00,FIN_AR,5000-COGS,6.84,Receipt
2024-02-15 08:00:00,JDOE,3000-AR,90332.31,Adj
2024-02-15 09:00:00,FIN_AP,6000-Exp,14.4,Refund
2024-02-15 10:00:00,SYS_BOT,6000-Exp,-51720.04,Rev Recog
2024-02-15 11:00:00,FIN_AR,6000-Exp,1771.06,Adj
2024-02-15 12:00:00,FIN_AP,6000-Exp,1093.16,Top-side
2024-02-15 13:00:00,SYS_BOT,1000-Cash,365.97,Rev Recog
2024-02-15 14:00:00,FIN_AR,3000-AR,-14.23,Refund
2024-02-15 15:00:00,FIN_AP,1000-Cash,7.63,Receipt
2024-02-15 16:00:00,JDOE,5000-COGS,-12.66,Top-side
2024-02-15 17:00:00,AKHAN,1000-Cash,-8.55,Rev Recog
2024-02-15 18:00:00,AKHAN,6000-Exp,-7905.37,Refund
2024-02-15 19:00:00,FIN_AR,5000-COGS,56.32,Invoice
2024-02-15 20:00:00,FIN_AR,1000-Cash,-1.95,Refund
2024-02-15 21:00:00,FIN_AP,1000-Cash,-70066.94,Invoice
2024-02-15 22:00:00,AKHAN,3000-AR,-26237.92,Invoice
2024-02-15 23:00:00,FIN_AR,1000-Cash,-43527.27,Rev Recog
2024-02-16 00:00:00,SYS_BOT,5000-COGS,94305.95,Refund
2024-02-16 01:00:00,FIN_AR,6000-Exp,-7.4,Refund
2024-02-16 02:00:00,AKHAN,3000-AR,-95.77,Invoice
2024-02-16 03:00:00,MALI,1000-Cash,6182.9,Adj
2024-02-16 04:00:00,AKHAN,3000-AR,3020.67,Top-side
2024-02-16 05:00:00,SYS_BOT,4000-Rev,5.88,Receipt
2024-02-16 06:00:00,FIN_AP,3000-AR,11999.57,Refund
2024-02-16 07:00:00,SYS_BOT,6000-Exp,-13.25,Top-side
2024-02-16 08:00:00,MALI,4000-Rev,13.15,Top-side
2024-02-16 09:00:00,MALI,4000-Rev,-484.03,Adj
2024-02-16 10:00:00,FIN_AR,3000-AR,921.93,Top-side
2024-02-16 11:00:00,FIN_AR,5000-COGS,795.12,Refund
2024-02-16 12:00:00,AKHAN,6000-Exp,-2.87,Rev Recog
2024-02-16 13:00:00,JDOE,5000-COGS,24395.2,Rev Recog
2024-02-16 14:00:00,SYS_BOT,6000-Exp,21.28,Top-side
2024-02-16 15:00:00,AKHAN,6000-Exp,4.44,Refund
2024-02-16 16:00:00,JDOE,5000-COGS,27780.52,Refund
2024-02-16 17:00:00,AKHAN,2000-AP,60014.68,Invoice
2024-02-16 18:00:00,MALI,4000-Rev,-20447.4,Adj
2024-02-16 19:00:00,FIN_AR,3000-AR,-11157.85,Receipt
2024-02-16 20:00:00,FIN_AR,5000-COGS,1888.9,Invoice
2024-02-16 21:00:00,AKHAN,5000-COGS,567.92,Receipt
2024-02-16 22:00:00,FIN_AR,3000-AR,2.72,Refund
2024-02-16 23:00:00,FIN_AP,4000-Rev,110.22,Rev Recog
2024-02-17 00:00:00,AKHAN,3000-AR,7617.0,Invoice
2024-02-17 01:00:00,MALI,6000-Exp,19.9,Top-side
2024-02-17 02:00:00,AKHAN,2000-AP,4140.96,Top-side
2024-02-17 03:00:00,AKHAN,6000-Exp,301.56,Receipt
2024-02-17 04:00:00,FIN_AR,2000-AP,2.54,Refund
2024-02-17 05:00:00,MALI,3000-AR,12.62,Rev Recog
2024-02-17 06:00:00,AKHAN,6000-Exp,2607.92,Receipt
2024-02-17 07:00:00,FIN_AR,4000-Rev,-2.4,Rev Recog
2024-02-17 08:00:00,SYS_BOT,6000-Exp,18031.61,Adj
2024-02-17 09:00:00,MALI,5000-COGS,299.04,Rev Recog
2024-02-17 10:00:00,JDOE,2000-AP,2271.0,Top-side
2024-02-17 11:00:00,FIN_AP,2000-AP,916.3,Invoice
2024-02-17 12:00:00,JDOE,4000-Rev,13286.32,Invoice
2024-02-17 13:00:00,MALI,2000-AP,-54.83,Invoice
2024-02-17 14:00:00,AKHAN,2000-AP,2455.17,Rev Recog
2024-02-17 15:00:00,FIN_AR,4000-Rev,674.0,Top-side
2024-02-17 16:00:00,MALI,6000-Exp,21.63,Rev Recog
2024-02-17 17:00:00,FIN_AP,3000-AR,-0.0,Refund
2024-02-17 18:00:00,MALI,6000-Exp,9708.01,Top-side
2024-02-17 19:00:00,FIN_AR,5000-COGS,1960.01,Top-side
2024-02-17 20:00:00,JDOE,5000-COGS,17902.29,Rev Recog
2024-02-17 21:00:00,SYS_BOT,2000-AP,21700.56,Rev Recog
2024-02-17 22:00:00,JDOE,5000-COGS,3481.89,Invoice
2024-02-17 23:00:00,FIN_AR,3000-AR,15313.22,Top-side
2024-02-18 00:00:00,FIN_AR,2000-AP,3071.55,Invoice
2024-02-18 01:00:00,FIN_AP,5000-COGS,2515.96,Refund
2024-02-18 02:00:00,MALI,1000-Cash,-2180.0,Adj
2024-02-18 03:00:00,MALI,1000-Cash,3909.0,Invoice
2024-02-18 04:00:00,JDOE,1000-Cash,6.21,Rev Recog
2024-02-18 05:00:00,SYS_BOT,1000-Cash,25371.95,Receipt
2024-02-18 06:00:00,SYS_BOT,6000-Exp,22867.44,Adj
2024-02-18 07:00:00,FIN_AP,1000-Cash,-1.4,Refund
2024-02-18 08:00:00,FIN_AR,2000-AP,-13461.2,Rev Recog
2024-02-18 09:00:00,FIN_AP,4000-Rev,4.41,Adj
2024-02-18 10:00:00,MALI,6000-Exp,-47.38,Rev Recog
2024-02-18 11:00:00,AKHAN,4000-Rev,5218.45,Invoice
2024-02-18 12:00:00,AKHAN,2000-AP,6.37,Rev Recog
2024-02-18 13:00:00,AKHAN,2000-AP,12298.02,Refund
2024-02-18 14:00:00,FIN_AR,3000-AR,-14476.74,Receipt
2024-02-18 15:00:00,FIN_AP,6000-Exp,-344.62,Invoice
2024-02-18 16:00:00,JDOE,4000-Rev,1.08,Invoice
2024-02-18 17:00:00,MALI,1000-Cash,5264.0,Refund
2024-02-18 18:00:00,AKHAN,2000-AP,0.0,Refund
2024-02-18 19:00:00,SYS_BOT,1000-Cash,80525.03,Adj
2024-02-18 20:00:00,FIN_AP,4000-Rev,1442.34,Receipt
2024-02-18 21:00:00,MALI,6000-Exp,19.91,Rev Recog
2024-02-18 22:00:00,MALI,5000-COGS,1479.21,Adj
2024-02-18 23:00:00,SYS_BOT,5000-COGS,501.1,Rev Recog
2024-02-19 00:00:00,SYS_BOT,2000-AP,-7929.16,Rev Recog
2024-02-19 01:00:00,SYS_BOT,3000-AR,-3.43,Rev Recog
2024-02-19 02:00:00,AKHAN,1000-Cash,6384.69,Adj
